When,Who,Comment,About,Media,What,Whom,Reference_ID
2019-03-04,@suss_sg,"Our pioneer graduates are off to a great start, scoring the highest overall employment rate for accountancy (98.7%) in the Graduate Employment Survey. Read more here: https://t.co/OdlIguu79R https://t.co/TNW586ey0F",https://t.co/OdlIguu79R,photo,[],[],https://twitter.com/suss_sg/status/1102531654462132224
2019-02-27,@suss_sg,"Our Senior Lecturer, Dr Lim Tai Wei, joined the 'Your Morning Fix' show on 938Now this morning, to share his thoughts and what we can expect from the second Trump-Kim Summit happening in Hanoi today. Full interview here: https://t.co/4e0l7iPgAk",https://t.co/4e0l7iPgAk,text,[],[],https://twitter.com/suss_sg/status/1100719704346451969
2019-02-26,@suss_sg,"Results are out! The overall employment rate for SUSS pioneer batch graduates stands at 95.5%, with 98.7% of SUSS full-time Accountancy graduates gaining employment within six months of completing their final examinations. Read more: https://t.co/OdlIguu79R https://t.co/orKaSdqmme",https://t.co/OdlIguu79R,video,[],[],https://twitter.com/suss_sg/status/1100258432446353408
2019-02-25,@suss_sg,"A big thank you to the Mitsui Sumitomo Insurance Welfare Foundation (MSIWF) for awarding Amberyce Ang, our PhD in Gerontology student, a research grant at the 12th MSIWF Research Grant Awards 2018 ceremony last week. Read more here: https://t.co/4ZbkGstpqV https://t.co/erwRTsIJP6",https://t.co/4ZbkGstpqV,photo,[],[],https://twitter.com/suss_sg/status/1100021361865605121
2019-02-20,@suss_sg,"Learn more about the brand new Graduate Diploma in Expressive Arts Therapy from Head of Programme (HoP), A/P Cecilia Soong, as she answers 20 questions about the programme! Watch the video here: https://t.co/wTwXmMCVAR",https://t.co/wTwXmMCVAR,text,[],[],https://twitter.com/suss_sg/status/1098190616041873408
2019-02-19,@suss_sg,"Earlier today, SUSS and the Singapore Media Academy (SMA) signed a Memorandum of Understanding (MOU), committing to a collaboration for SMA’s online courses which will be included in SUSS’ list of approved modules, in the area of film studies and media. https://t.co/aD3yef2r3g",http://pbs.twimg.com/media/DzxIFXRWwAAJAyy.jpg,photo,[],[],https://twitter.com/suss_sg/status/1097831670244356096
2019-02-18,@suss_sg,SUSS recently collaborated with Huawei to set up an ICT Academy on the varsity level to address the shortage of information and communications technology (ICT) professionals in Singapore. More info here: https://t.co/1TMyfD7RP4 https://t.co/rfu43tTJuJ,https://t.co/1TMyfD7RP4,photo,[],[],https://twitter.com/suss_sg/status/1097462487333642240
2019-02-14,@suss_sg,"20 QUESTIONS WITH SUSS: A/P Chui Yoon Ping, Head of Programme (HOP) from the SUSS School of Science and Technology (SST), gives valuable insights into our Human Factors in Safety degree programme. Watch the full video here: https://t.co/z8Dlaw75Au",https://t.co/z8Dlaw75Au,text,[],[],https://twitter.com/suss_sg/status/1096016377222230018
2019-02-11,@suss_sg,"Mdm Koh started pursuing a degree at SUSS, at the age of 59 while juggling work and taking care of her family of four children - including a son, who has special needs. Watch her story here: https://t.co/RWTmS5Hv1u",https://t.co/RWTmS5Hv1u,text,[],[],https://twitter.com/suss_sg/status/1094936337277427712
2019-01-31,@suss_sg,"Here's wishing everyone a very Happy Chinese New Year! 

#SUSSG #singaporelife #singapore #education #socialsciences #higherlearning #lifelonglearning #universitylife https://t.co/Lb2ifLmRuv",https://video.twimg.com/ext_tw_video/1090950332052582400/pu/vid/480x480/IVzz7EG2i20R-eRG.mp4?tag=8,video,"['#SUSSG', '#singaporelife', '#singapore', '#education', '#socialsciences', '#higherlearning', '#lifelonglearning', '#universitylife']",[],https://twitter.com/suss_sg/status/1090950358816309249
2019-01-30,@suss_sg,"20 QUESTIONS WITH SUSS: Dr Emily Ortega, Head of Programme from the SUSS School of Humanities and Behavioural Sciences (SHBS) answers 20 questions about the 'mind-blowing' discipline that is Psychology. Watch the full video here: https://t.co/FLUsKLHeYX",https://t.co/FLUsKLHeYX,text,[],[],https://twitter.com/suss_sg/status/1090589444510494720
2019-01-28,@suss_sg,"THE WAR AGAINST DIABETES: Dr Daniel Seah, law lecturer at the SUSS School of Law, discusses the importance of digital technology in managing diabetes, and how lawyers can play a useful role in identifying ""justiciable problems"" of diabetes. Read more: https://t.co/JW9TyhCgTO",https://t.co/JW9TyhCgTO,text,[],[],https://twitter.com/suss_sg/status/1089865927188008960
2019-01-23,@suss_sg,"SUSS Head of Contemporary China Studies Minor, Dr Yew Chiew Ping shares the key learnings from Taiwan's opinion polls. Read more at: https://t.co/lsXxDc7nMR",https://t.co/lsXxDc7nMR,text,[],[],https://twitter.com/suss_sg/status/1088063805702197249
2019-01-16,@suss_sg,"A/P Calvin Chan, Director of the Office of Graduate Studies at SUSS, shares his views on the growing digital economy and the importance of inheriting a habit of lifelong learning to keep up with technology. Read more:  https://t.co/O9qeFKXJY8",https://t.co/O9qeFKXJY8,text,[],[],https://twitter.com/suss_sg/status/1085515010967851010
2019-01-09,@suss_sg,"SUSS, together with Nanyang Polytechnic, introduced the 12-month Work Learn Programme (WLP) for Social Work Associates that helps dedicated social workers like Joanna Tay to work and study at the same time. Read more: 
https://t.co/CfYNCOrtNR",https://t.co/CfYNCOrtNR,text,[],[],https://twitter.com/suss_sg/status/1082811317923254272
2019-01-07,@suss_sg,"Last month, students, alumni, and staff from the SUSS School of Business (SBIZ) went on a six-day immersion programme in Logistics and Connectivity held at Chongqing, China, where an unprecedented four MOUs were signed with four institutions in Chongqing. https://t.co/OvzPifCGzR",http://pbs.twimg.com/media/DwTa1TAXgAIqOjk.jpg,photo,[],[],https://twitter.com/suss_sg/status/1082230423370059777
2019-01-07,@suss_sg,"SUSS and AngelCentral will conduct the inaugural Angel Investing Fundamental Series in Feb/March 2019, allowing potential angel investors to acquire knowledge of basic principles and practices in angel investing. More info and registration here: https://t.co/Sl6obMRbbv https://t.co/FWZ0tIEGiV",https://t.co/Sl6obMRbbv,photo,[],[],https://twitter.com/suss_sg/status/1082120143696736256
2018-12-28,@suss_sg,"Dr Huong Ha, head of the Business programme at the SUSS School of Business (SBIZ) and Carey Lin, a business undergraduate from SBIZ, delve into the barriers faced by hawkers when adopting cashless payments. Read more here: https://t.co/AgGUDa6QxL",https://t.co/AgGUDa6QxL,text,[],[],https://twitter.com/suss_sg/status/1078616300442791937
2018-12-24,@suss_sg,"Dr David Lee, a Professor at the SUSS School of Business, shares with us SUSS’ efforts in educating the public and our students on the highly sought after Blockchain skillsets in this article: https://t.co/zgIfKATCId (NOTE: Article is in Chinese) https://t.co/cqMfdeoeN8",https://t.co/zgIfKATCId,photo,[],[],https://twitter.com/suss_sg/status/1077149400001060864
2018-12-14,@suss_sg,"We're excited to share the launch of the Mentor Scheme for our Master of Gerontology (MGER) students! The scheme hopes to render guidance and friendship to the working adults enrolled in the MGER programme, while eliminating some challenges they face. https://t.co/BuQez2p2A1",http://pbs.twimg.com/media/DuYCdVmXcAA1C_B.jpg,photo,[],[],https://twitter.com/suss_sg/status/1073548266862755840
2018-12-12,@suss_sg,We present the inaugural SUSS Social Documentary Film Challenge! This challenge aims to nurture young people to utilise story-telling through films to advocate for societal issues that they are passionate about to create social impact. Stay tuned for more updates. https://t.co/Noahc84Uoh,http://pbs.twimg.com/media/DuN2F7DW0AA4TVF.jpg,photo,[],[],https://twitter.com/suss_sg/status/1072830990429638657
2018-12-10,@suss_sg,"STRIKE!: Victory is sweet for SUSS undergraduate, Charmaine Chang, who won the girls' Open title at the Milo Storm Under-22 International Junior All-Stars Bowling Championship in Kuala Lumpur. Congrats, Charmaine! 🏆 Read more: https://t.co/QyRXXgyv8T",https://t.co/QyRXXgyv8T,text,[],[],https://twitter.com/suss_sg/status/1072106190467936259
2018-12-07,@suss_sg,The SUSS Graduate Diploma and Master of Arts in Applied Linguistics (TESOL) programmes are designed to provide the sound theoretical foundation and practical skills needed for a career in English language teaching. Learn more here: https://t.co/gpC7J6h2qD https://t.co/7b7eitMKxR,https://t.co/gpC7J6h2qD,photo,[],[],https://twitter.com/suss_sg/status/1071011572670173184
2018-12-06,@suss_sg,"CELEBRATE LIFELONG LEARNING WITH US: SUSS wishes everyone happy holidays and best wishes for the New Year! 

#SUSSSG #singaporelife #singapore #education #higherlearning #lifelonglearning #universitylife #holidays #greetings #newyear https://t.co/YTH5N5bZsf",https://video.twimg.com/ext_tw_video/1070596209235116032/pu/vid/480x480/1rkqlRWT2rvjrBqK.mp4?tag=6,video,"['#SUSSSG', '#singaporelife', '#singapore', '#education', '#higherlearning', '#lifelonglearning', '#universitylife', '#holidays', '#greetings', '#newyear']",[],https://twitter.com/suss_sg/status/1070596239664799745
2018-12-05,@suss_sg,"#TeachDifferent: Meet SUSS School of Business lecturer, Dr Jimmy Wong, who adopts a unique co-teaching approach with industry experts to add realism to his Sales Management class and to enrich his students' knowledge of a sales career. Read more here: https://t.co/Nfr7ZPHl35 https://t.co/uBYYQJOOcX",https://t.co/Nfr7ZPHl35,photo,['#TeachDifferent'],[],https://twitter.com/suss_sg/status/1070307308905906177
2018-12-03,@suss_sg,"Prudential's move to do away with the retirement age should spark off a discussion about how relevant the retirement age is. Dr Nicholas Sim,  senior lecturer at the SUSS School of Business, discusses more in this article: https://t.co/KDoDafRLTR",https://t.co/KDoDafRLTR,text,[],[],https://twitter.com/suss_sg/status/1069563904198623233
2018-11-30,@suss_sg,"We're proud to have our Year 2 Social Work student, Sebastian Hoe, representing the voice of Asia-Pacific Youths at the Internet Governance Forum (IGF) 2018 held at Paris recently! He spoke about the importance of creating community networks to champion digital inclusion. https://t.co/G7l8AkMnUD",http://pbs.twimg.com/media/DtP4regWkAAVo1i.jpg,photo,[],[],https://twitter.com/suss_sg/status/1068470976567013376
2018-11-26,@suss_sg,"Dr Yew Chiew Ping, head of the Contemporary China Studies Minor at SUSS School of Humanities and Behavioural Sciences (SHBS), discusses the effectiveness of China's social credit system in this article: https://t.co/isQhpvFCzH",https://t.co/isQhpvFCzH,text,[],[],https://twitter.com/suss_sg/status/1067074499772735488
2018-11-21,@suss_sg,"At SUSS, we #TeachDifferent. Meet Dr Daniel Seah, an award winning teacher of innovative teaching and lifelong learning at our School of Law. He explains how we can spark the curiosity of adults learners during classes in his article here: https://t.co/y79qE01tpz https://t.co/Qli2dpyVsr",https://t.co/y79qE01tpz,photo,['#TeachDifferent'],[],https://twitter.com/suss_sg/status/1065228474909118470
2018-11-19,@suss_sg,"ANNOUNCEMENT: The Institute for Adult Learning Singapore (IAL), which is currently an institute under SkillsFuture SG (SSG), will be restructured into an autonomous institute within SUSS, with effect from 1 April 2019. Read more here: https://t.co/2MrgVhm5D4 https://t.co/6tPcT9sxMt",https://t.co/2MrgVhm5D4,photo,[],[],https://twitter.com/suss_sg/status/1064480920646885378
2018-11-16,@suss_sg,12 students from the SUSS School of Business (SBIZ) students participated in the CFA Society Singapore University Ethics Challenge. It is designed to increase students’ awareness of the ethical dilemmas and issues they may face in the investment management industry. https://t.co/cuojCX29RD,http://pbs.twimg.com/media/DsH16C6W0AEiPVg.jpg,photo,[],[],https://twitter.com/suss_sg/status/1063401366931021824
2018-11-14,@suss_sg,"The second International Conference on Well-Being held this month saw a turnout of 250 attendees, including almost 60 oral and poster presenters from over 15 countries, presenting their findings on the latest research on well-being and mental health. https://t.co/eYse4QztfB",http://pbs.twimg.com/media/Dr9itA4WwAAOw3S.jpg,photo,[],[],https://twitter.com/suss_sg/status/1062676580047171584
2018-11-14,@suss_sg,"Dr Lim Tai Wei, Senior Lecturer at the SUSS College of Lifelong &amp; Experiential Learning, shares that it helps to adopt a glass-half-full perspective on peace-making efforts at a time of heightened geopolitical tensions. He explains why in this commentary: https://t.co/Io4bgosOlQ",https://t.co/Io4bgosOlQ,text,[],[],https://twitter.com/suss_sg/status/1062667713900937216
2018-11-14,@suss_sg,"A/P Park Byung Joon, Head, Procurement Minor, at SUSS School of Business discussed why we treat low-wage workers as ""invisible"" and how we can get improve our attitudes towards them during the Talkback segment of 'Your Morning Fix' on 938Now. Listen here: https://t.co/XcF9Owjc8z",https://t.co/XcF9Owjc8z,text,[],[],https://twitter.com/suss_sg/status/1062661437032726528
2018-11-12,@suss_sg,"Four years ago, R Abirami enrolled in the SUSS Biomedical Engineering part-time programme using her hard-earned savings to ease her father's burden, while juggling a full-time job. Today, she is pursuing her master's degree. Read her inspiring story here : https://t.co/UntqpjqPbK https://t.co/QSuMmCUxLX",https://t.co/UntqpjqPbK,photo,[],[],https://twitter.com/suss_sg/status/1061951851246092289
2018-11-09,@suss_sg,"From visiting many key sites, to interacting and discussing with delegates from 18 participating countries about the Belt and Road Initiative, Chew Jun Sheng, our third-year Accountancy undergrad, had a fruitful time during his one-week overseas immersion programme. https://t.co/hnFJcNzQ9Q",http://pbs.twimg.com/media/Drjy356WkAAWOpD.jpg,photo,[],[],https://twitter.com/suss_sg/status/1060864769173938177
2018-11-07,@suss_sg,"Inequality in Singapore is not a new phenomenon and has been consistently high over the years. A/P Walter Theseira, Head of Programme from the SUSS School of Business (SBIZ) and NMP, discusses the impact of inequality on Singapore in this commentary: https://t.co/YDkPN1CyXw https://t.co/E1GCMnv1d4",https://t.co/YDkPN1CyXw,photo,[],[],https://twitter.com/suss_sg/status/1060139854472843265
2018-11-06,@suss_sg,Students from the SUSS BSc in Biomedical Engineering (BME) programme visited Ng Teng Fong General Hospital (NTFGH) to learn more about the technological advances in healthcare and the myriad roles a biomedical engineer plays to support the operations of a hospital. https://t.co/74FI8C8YFA,http://pbs.twimg.com/media/DrUWCX7X0AEhX59.jpg,photo,[],[],https://twitter.com/suss_sg/status/1059777520302809088
2018-11-05,@suss_sg,"It was a night of good food and fond memories as 120 former students of the SUSS School of Humanities and Behavioural Sciences attended the Alumni Dinner, organised by the school. https://t.co/kTz3pm20vR",http://pbs.twimg.com/media/DrPMcc5W4AAfBEG.jpg,photo,[],[],https://twitter.com/suss_sg/status/1059415134731489280
2018-11-02,@suss_sg,Experts in the sector were invited to the Early Childhood Education Chinese Symposium to discuss and share their ideas on how children’s literature might impact Chinese language learning in early childhood. Watch here: https://t.co/F9vdSi5KAT https://t.co/ctIuhaDApU,https://t.co/F9vdSi5KAT,photo,[],[],https://twitter.com/suss_sg/status/1058320340605112320
2018-11-02,@suss_sg,"Dr June Tay &amp; Dr Daniel Seah of the School of Science &amp; Technology (SST) and School of Law (SLAW), were invited as plenary speakers to present their innovative teaching methods in adult education and lifelong learning at The Second Symposium on Open and Innovative Education. https://t.co/X4HCjSWWPo",http://pbs.twimg.com/media/Dq_ouYYWsAEi74t.jpg,photo,[],[],https://twitter.com/suss_sg/status/1058320328966004737
2018-11-01,@suss_sg,"Congrats to SUSS Psychology student, Quinatasya Afridi, who won 1st prize for her artwork titled ‘I Trust You with All My Brain’ at the Medical Humanities Exhibition! Watch the painting come to life here: https://t.co/gNiCQtcdLn https://t.co/gq4n2hxkDf",https://t.co/gNiCQtcdLn,photo,[],[],https://twitter.com/suss_sg/status/1057965653787860992
2018-10-31,@suss_sg,"Derek Tan, computer engineer and the co-founder of the popular digital entertainment platform, @viddsee,  shared with our Film Studies Minor students on how he combined film and computer engineering through the use of creativity, business sense, and technology. https://t.co/1LeVzskm78",http://pbs.twimg.com/media/Dq1VkIOXcAAZstI.jpg,photo,[],['@viddsee'],https://twitter.com/suss_sg/status/1057595584700432384
2018-10-30,@suss_sg,"Dr Jimmy Wong, senior lecturer of the Marketing programme at the SUSS School of Business (SBIZ), weighs in on the pros and cons and the future of the fashion rental market in this interview by TRT World (Reuters). Watch here: https://t.co/KEPIDM33FV",https://t.co/KEPIDM33FV,text,[],[],https://twitter.com/suss_sg/status/1057240771135463424
2018-10-29,@suss_sg,"Students from the SUSS BSc Biomedical Engineering with Paramedicine programme observed a mass casualty exercise where the threat in the exercise was a chemical attack. During the exercise, they learned about the measures in place to respond and deal with such incidents. https://t.co/o3q7ZK23QN",http://pbs.twimg.com/media/DqrJQMCWwAAHUU5.jpg,photo,[],[],https://twitter.com/suss_sg/status/1056878358292819969
2018-10-29,@suss_sg,"To commemorate the Singapore Academy of Law's 30th anniversary, Prof Leslie Chew, Dean, SUSS School of Law, invited SLAW students to attend the Singapore Academy of Law Annual Lecture 2018, to help them understand the Academy's history and dedication to honour and service. https://t.co/C3pxei0UOR",http://pbs.twimg.com/media/DqrCYR3WwAA8G3t.jpg,photo,[],[],https://twitter.com/suss_sg/status/1056870787544686598
2018-10-26,@suss_sg,"""Learning is not sought after by chance, it must be sought for with ardor and intelligence"" - Abigail Adams. Our graduates, Saravanan, Abirami and Hemalatha are the epitome of the quote above. Read more here:  https://t.co/zLkP0c307O (Note: Article is in Tamil) https://t.co/aB34sw33zP",https://t.co/zLkP0c307O,photo,[],[],https://twitter.com/suss_sg/status/1055783655866544128
2018-10-23,@suss_sg,"SUSS School of Law (SLAW) Dean, Prof Leslie Chew, was invited as one of the panellists in the Family Justice Practice Forum held on Oct 2 to discuss how the work of the RERF Committee could benefit our family justice system. https://t.co/2ZEKB7yAU1",http://pbs.twimg.com/media/DqMPs4bWkAA6Rau.jpg,photo,[],[],https://twitter.com/suss_sg/status/1054704005119651840
2018-10-22,@suss_sg,"Legal Scribes is SUSS School of Law's own bi-annual legal publication, where SUSS law students and guest contributors write articles which both members of the public and legal practitioners can easily read and understand. Find out more: https://t.co/PlXrYBCHUx https://t.co/wIG8Cr0N8H",https://t.co/PlXrYBCHUx,photo,[],[],https://twitter.com/suss_sg/status/1054341686292344833
2018-10-20,@suss_sg,"Dr Yew Chiew Ping, Head of the Contemporary China Studies Minor at the SUSS School of Humanities and Behavioural Sciences (SHBS), shares her views about the complexity of measuring poverty in Hong Kong in this commentary. Read more: https://t.co/paw1HuRfWZ",https://t.co/paw1HuRfWZ,text,[],[],https://twitter.com/suss_sg/status/1053616934175064065
2018-10-17,@suss_sg,We brought The Purple Parade Movement to SUSS! Our students shared about the Movement around campus and created simulation activities at the booth to allow the participants to experience what it's like to live with certain disabilities. #SUSSxThePurpleParade @purpleparadesg https://t.co/XuHdhIGR6k,http://pbs.twimg.com/media/DptPSpzXgAEjTIr.jpg,photo,['#SUSSxThePurpleParade'],['@purpleparadesg'],https://twitter.com/suss_sg/status/1052522145031569408
2018-10-17,@suss_sg,Students and alumni of the SUSS Executive Management Programme (EMP) made a 6-days study trip to Nanjing and Suzhou between 9-14 September 2018 to appreciate the rapid and transformational economic development of Nanjing and Suzhou. Enjoy the photos below! https://t.co/4fYBsop5xL,http://pbs.twimg.com/media/DptIdmoXUAA-umY.jpg,photo,[],[],https://twitter.com/suss_sg/status/1052514625969901569
2018-10-08,@suss_sg,"Take your startup to the next level by signing up for the SUSS-TRIVE Impact Startup Challenge, taking place in Ho Chi Minh, Vietnam from from Jan 14 - 19, 2019! Applications end Oct 18. Sign up here: https://t.co/q6pRmSp6UV 
Video: https://t.co/EiITZ23hVU",https://t.co/q6pRmSp6UV,text,[],[],https://twitter.com/suss_sg/status/1049268283596263424
2018-10-05,@suss_sg,"We're back this year to support The Purple Parade movement! Look out for the pushcart in Block B, Student Hub (in front of Subway) on Oct 10 (Wed), 11:30 am - 3:30 pm. Come show your support, and see you there! @purpleparadesg #ThePurpleParade https://t.co/WZZQzDjxKB",http://pbs.twimg.com/media/DovjI3TXgAAqjEr.jpg,photo,['#ThePurpleParade'],['@purpleparadesg'],https://twitter.com/suss_sg/status/1048181082015899650
2018-10-05,@suss_sg,"SUSS President, Prof Cheong Hee Kiat, was a guest in The Hot Seat segment of The Breakfast Huddle on MONEY FM 89.3! He shared why exposure to social sciences is critical &amp; ways adult learners and part-time students can overcome obstacles. More here: https://t.co/0dT1A5kwUH",https://t.co/0dT1A5kwUH,text,[],[],https://twitter.com/suss_sg/status/1048173488656277504
2018-09-28,@suss_sg,TGIF! It's time for another session of #UpSkillwithSUSS! Dr Lau Kong Cheen from the SUSS School of Business (SBIZ) shares his insights on brand innovation; an important mantra of brand management to stay relevant in the rapidly changing market. Watch here: https://t.co/H795K50GBh,https://t.co/H795K50GBh,text,['#UpSkillwithSUSS'],[],https://twitter.com/suss_sg/status/1045644417661628416
2018-09-28,@suss_sg,"SUSS signs MOU with @DeloitteSG, @NYCSG, Health Management International Limited (HMI), and Wilmar Business Indonesia Polytechnic (WBI) to  equip graduates with skills to advance health, physical education, and education industries. Read here: https://t.co/ulXxRf8Svk https://t.co/wG1s00mhnB",https://t.co/ulXxRf8Svk,photo,[],"['@DeloitteSG', '@NYCSG']",https://twitter.com/suss_sg/status/1045632981518483456
2018-09-27,@suss_sg,"SUSS SPECIAL ANNOUNCEMENT: We are going LIVE on Facebook on Sept 28 (this Friday) at 5:40 pm for a special announcement.

Click on the ‘Get Reminder’ button on our Facebook post to set a reminder: https://t.co/wCjOiiZ2EX

Stay tuned to our Facebook page for updates. https://t.co/BORivZ53ct",https://t.co/wCjOiiZ2EX,photo,[],[],https://twitter.com/suss_sg/status/1045215772547706882
2018-09-25,@suss_sg,"AN INTERVIEW WITH A/P WALTER THESEIRA, NMP: We met with A/P Walter Theseira to find out why he chose to stand as NMP and how he hopes to contribute to the country's political discussions and decision-making. Read the interview here: https://t.co/O0AYKOKlRc https://t.co/oGgmMjph0n",https://t.co/O0AYKOKlRc,photo,[],[],https://twitter.com/suss_sg/status/1044564726540316672
2018-09-21,@suss_sg,#UpSkillwithSUSS: Did you enjoy the first session of the Grad Cert Digital Branding last Friday? Dr Lau Kong Cheen continues to share his insights on digital branding in the second part of this series. Watch it here: https://t.co/JT5IEIggbL,https://t.co/JT5IEIggbL,text,['#UpSkillwithSUSS'],[],https://twitter.com/suss_sg/status/1043107627746697216
2018-09-18,@suss_sg,"A/P Walter Theseira, Head of the SUSS Master of Management (Urban Transport Management) programme, is one of the newly Nominated MPs. He will be weighing in on issues such as transportation, retirement, housing, education and the labour market. Read more: https://t.co/QN3i4EPy8u",https://t.co/QN3i4EPy8u,text,[],[],https://twitter.com/suss_sg/status/1042028025364262912
2018-09-17,@suss_sg,"SUSS full-time students will receive an e-portfolio when they graduate next month. It consists of the students' reflections on the courses taken, valuable skills gained from overseas experiences, internships &amp; more. Read more: https://t.co/dDteOGxed5 https://t.co/sI5cCA5SIO",https://t.co/dDteOGxed5,photo,[],[],https://twitter.com/suss_sg/status/1041650499039186945
2018-09-14,@suss_sg,"It's a triple win for the SUSS teams who participated in the MonsoonSIM ERM Challenge Singapore Playoffs! They clinched the 1st and 2nd runners-up, as well as the Champions prizes. Let's support them as they move on to the Regional Finals round on Sept 21! https://t.co/R5TiLRHUq2",http://pbs.twimg.com/media/DnDZtW7W4AEhI_N.jpg,photo,[],[],https://twitter.com/suss_sg/status/1040570912502894592
2018-09-14,@suss_sg,"#UpSkillwithSUSS: Learn all about digital branding from SUSS School of Business (#SUSS_SBIZ) lecturer, Dr Lau Kong Cheen, in this FREE class! Watch the series here: https://t.co/MrzT6zbwod 

Stay tuned to our social media channels every Friday for this series!",https://t.co/MrzT6zbwod,text,"['#UpSkillwithSUSS', '#SUSS_SBIZ']",[],https://twitter.com/suss_sg/status/1040555848282583040
2018-09-08,@suss_sg,"Spearheaded by our newly formed College of Lifelong and Experiential Learning (CLEL), SUSS LifE, our ""lifelong and experiential learning"" brand of education, is launched to provide a truly holistic education throughout one’s course of life. Learn more: https://t.co/M4IGYpsdoT https://t.co/wVvTfx5xHr",https://t.co/M4IGYpsdoT,photo,[],[],https://twitter.com/suss_sg/status/1038291287399718917
2018-09-05,@suss_sg,"Congrats to PsyConnect, our SUSS Psychology student interest group, for clinching the bronze award in the Criminal Behavioural Analysis Competition (CBAC), which was organised by the Home Team Behavioural Sciences Centre! https://t.co/edyUWSo7ai",http://pbs.twimg.com/media/DmVDZWDXoAABq6F.jpg,photo,[],[],https://twitter.com/suss_sg/status/1037309394416033795
2018-09-05,@suss_sg,"SUSS SPECIAL ANNOUNCEMENT: We are going LIVE on Facebook on Sept 8 (this Saturday) at 12 pm for a special announcement. Click on the ‘Get Reminder’ button on our Facebook post to set a reminder: https://t.co/W7r6aeggWR 

Stay tuned to our Facebook page for updates. https://t.co/0NK0176ujG",https://t.co/W7r6aeggWR,photo,[],[],https://twitter.com/suss_sg/status/1037221529816363009
2018-09-03,@suss_sg,"WHAT’S YOUR NEXT STEP?: We are going LIVE on Facebook for a special announcement this Saturday, Sep 8, at 12pm. Stay tuned to our Facebook page for further details. https://t.co/idZvZhFTjq",http://pbs.twimg.com/media/DmK56C_VAAE6Nt8.jpg,photo,[],[],https://twitter.com/suss_sg/status/1036595273047388160
2018-09-03,@suss_sg,Tune in to our YouTube channel to catch-up on the informative panel discussions at The Mystique of Luxury Brands Conference 2018! Full LIVE recordings from the two-day conference are now up on our channel. Watch here: https://t.co/fiOvSXYap2 https://t.co/2OU2P29Vi3,https://t.co/fiOvSXYap2,photo,[],[],https://twitter.com/suss_sg/status/1036584716546265088
2018-09-01,@suss_sg,Learn how our Early Childhood Education and Gerontology programmes bring real-life experiences to our students through internships and group projects. Read more: https://t.co/8AiMZIjAa8,https://t.co/8AiMZIjAa8,text,[],[],https://twitter.com/suss_sg/status/1035844729085329410
2018-08-22,@suss_sg,"Written by Prof David Lee Kuo Chuen &amp; Prof Linda Low from the School of Business (SBIZ), the Inclusive FinTech book simplifies the concepts of blockchain, cryptocurrency and ICO through illustrations and figures. Get your copy today: https://t.co/qPUPCdfEVp https://t.co/bELRKpgTFk",https://t.co/qPUPCdfEVp,photo,[],[],https://twitter.com/suss_sg/status/1032220910617587713
2018-08-18,@suss_sg,Find out how the SUSS Communication and Psychology part-time undergraduate programmes offer flexible learning experiences that meet the needs of working adults. Heads of Programmes share their perspectives: https://t.co/DZurNvsGg8,https://t.co/DZurNvsGg8,text,[],[],https://twitter.com/suss_sg/status/1030767512101761025
2018-08-15,@suss_sg,"NEW COURSE: Learn how to be more attuned to the Malay culture for better negotiation skills, and gain more awareness of the socio-cultural context of doing business in a Malay-speaking region. Learn more: https://t.co/eLpFpTyFJm",https://t.co/eLpFpTyFJm,text,[],[],https://twitter.com/suss_sg/status/1029684214155956224
2018-08-10,@suss_sg,The third intake of the Executive Management Programme (EMP) paid a visit to the Model Factory @ SIMTech to gain knowledge and experiment with advanced manufacturing technologies and innovative solutions. Read more: https://t.co/nzs315PQnJ https://t.co/6d6vzAKDd4,https://t.co/nzs315PQnJ,photo,[],[],https://twitter.com/suss_sg/status/1027872201310130176
2018-08-08,@suss_sg,"Have you heard the remake of the classic National Day song ""We Are Singapore""? Fun fact: this year's NDP video was directed by Singaporean filmmaker Wee Lee Lin, who also advises the Film Studies Minor at SUSS. Happy National Day, Singapore! https://t.co/C5fW1tlK1Q",https://t.co/C5fW1tlK1Q,text,[],[],https://twitter.com/suss_sg/status/1027147472748072962
2018-08-07,@suss_sg,"By analysing students' data through data analytics tools, the Business Intelligence and Analytics unit (BI&amp;A) in SUSS is able to predict performance, and offer better advice and support for students. Read more: https://t.co/BIfHQUTpAj",https://t.co/BIfHQUTpAj,text,[],[],https://twitter.com/suss_sg/status/1026785073788604416
2018-08-06,@suss_sg,"SUSS and Curtin University hosted The Mystique Luxury Brands Conference 2018, where academics and experts exchange ideas and views covering the latest trends in luxury brands and the future of the sector in the digital age. Watch the event highlights here: https://t.co/nKdPEJeRgW",https://t.co/nKdPEJeRgW,text,[],[],https://twitter.com/suss_sg/status/1026422707368484864
2018-08-04,@suss_sg,"SENIORS GET ACTIVE! Smiles &amp; happy faces filled the Sports Hub this morning as 80 seniors from St Luke’s &amp; SASCO, together with staff &amp; student volunteers from SUSS, participated in fun &amp; fitness to celebrate National Day! #GetActiveSG #OneTeamSingapore #SUSS_NSHD #SUSSSG https://t.co/MlgpAPX7Kh",http://pbs.twimg.com/media/DjwC3KWXgAAaCsN.jpg,photo,"['#GetActiveSG', '#OneTeamSingapore', '#SUSS_NSHD', '#SUSSSG']",[],https://twitter.com/suss_sg/status/1025697968689741824
